0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
44002,52869,6,4,1545336792541,1545336792541,0,1,60,1545336792541,1545336792541,0,1,60,0,0,0,0,0,5,3,0,0
47890,22,6,4,1547066048761,1547066048761,0,1,60,1547066048761,1547066048761,0,1,60,0,0,0,0,0,6,3,1,2
7850,81,6,4,1532525531005,1532525531005,0,1,60,1532525531005,1532525531005,0,1,60,0,0,0,0,0,31,10,0,0
50411,81,6,4,1532525386002,1532525386002,0,1,60,1532525386002,1532525386002,0,1,60,0,0,0,0,0,31,10,0,0
35227,22,6,4,1547066048366,1547066048366,0,1,60,1547066048366,1547066048366,0,1,60,0,0,0,0,0,6,3,1,2
41422,22,6,4,1547066050378,1547066050378,0,1,60,1547066050378,1547066050378,0,1,60,0,0,0,0,0,6,3,1,2
35412,50,6,4,1533072457751,1533072489854,32103,6,444,1533072457751,1533072489854,32103,6,444,0,0,0,0,0,2,2,0,0
46667,22,6,4,1547066049081,1547066049081,0,1,60,1547066049081,1547066049081,0,1,60,0,0,0,0,0,6,3,1,2
55333,23,6,4,1532525579009,1532525579009,0,1,60,1532525579009,1532525579009,0,1,60,0,0,0,0,0,30,8,0,0
30863,23,6,4,1532525464007,1532525464007,0,1,60,1532525464007,1532525464007,0,1,60,0,0,0,0,0,30,8,0,0
35997,23,6,4,1532525441004,1532525441004,0,1,60,1532525441004,1532525441004,0,1,60,0,0,0,0,0,30,8,0,0
38939,22,6,4,1547066048770,1547066048770,0,1,60,1547066048770,1547066048770,0,1,60,0,0,0,0,0,6,3,1,2
14202,23,6,4,1532525452003,1532525452003,0,1,60,1532525452003,1532525452003,0,1,60,0,0,0,0,0,30,8,0,0
11388,23,6,4,1532525507003,1532525507003,0,1,60,1532525507003,1532525507003,0,1,60,0,0,0,0,0,30,8,0,0
39133,81,6,4,1532525572001,1532525572001,0,1,60,1532525572001,1532525572001,0,1,60,0,0,0,0,0,31,10,0,0
53924,22,6,4,1526764634085,1526764641090,7005,4,296,1526764634085,1526764641090,7005,4,296,0,0,0,0,0,4,3,0,0
58942,22,6,4,1526760408570,1526760415572,7002,4,296,1526760408570,1526760415572,7002,4,296,0,0,0,0,0,4,3,0,0
47066,22,6,4,1547066048683,1547066048683,0,1,60,1547066048683,1547066048683,0,1,60,0,0,0,0,0,6,3,1,2
57089,22,6,4,1547066047022,1547066047022,0,1,60,1547066047022,1547066047022,0,1,60,0,0,0,0,0,6,3,1,2
49677,23,6,4,1532525467003,1532525467003,0,1,60,1532525467003,1532525467003,0,1,60,0,0,0,0,0,30,8,0,0
43763,28354,17,4,1525888517014,1525888517014,0,1,60,1525888517014,1525888517014,0,1,60,0,0,0,0,0,12,5,0,1
46398,23,6,4,1532525335001,1532525335001,0,1,60,1532525335001,1532525335001,0,1,60,0,0,0,0,0,30,8,0,0
15238,81,6,4,1532525412001,1532525412001,0,1,60,1532525412001,1532525412001,0,1,60,0,0,0,0,0,31,10,0,0
3671,81,6,4,1532525542001,1532525542001,0,1,60,1532525542001,1532525542001,0,1,60,0,0,0,0,0,31,10,0,0
33745,81,6,4,1532525371004,1532525371004,0,1,60,1532525371004,1532525371004,0,1,60,0,0,0,0,0,31,10,0,0
123,123,17,4,1538507257548,1538509019588,1762040,56,5040,1538507257548,1538509019548,1762000,28,2520,1538507257551,1538509019588,1762037,28,2520,2,2,0,0
31856,81,6,4,1532525528000,1532525528000,0,1,60,1532525528000,1532525528000,0,1,60,0,0,0,0,0,31,10,0,0
123,123,17,4,1525881064862,1525881064889,27,2,180,1525881064862,1525881064862,0,1,90,1525881064889,1525881064889,0,1,90,7,4,0,1
5526,37215,6,4,1532101499509,1532101499509,0,1,60,1532101499509,1532101499509,0,1,60,0,0,0,0,0,7,3,0,0
5526,37215,6,4,1532101555617,1532101555617,0,1,60,1532101555617,1532101555617,0,1,60,0,0,0,0,0,7,3,0,0
52041,22,6,4,1547066049467,1547066049467,0,1,60,1547066049467,1547066049467,0,1,60,0,0,0,0,0,6,3,1,2
32898,23,6,4,1532525594005,1532525594005,0,1,60,1532525594005,1532525594005,0,1,60,0,0,0,0,0,30,8,0,0
36352,50,6,4,1533091271581,1533091303936,32355,6,444,1533091271581,1533091303936,32355,6,444,0,0,0,0,0,2,2,0,0
50830,6667,6,4,1545410674312,1545410681540,7228,4,296,1545410674312,1545410681540,7228,4,296,0,0,0,0,0,3,3,0,0
5526,37215,6,4,1532101527589,1532101527589,0,1,60,1532101527589,1532101527589,0,1,60,0,0,0,0,0,7,3,0,0
45004,22,6,4,1526760861233,1526760868243,7010,4,296,1526760861233,1526760868243,7010,4,296,0,0,0,0,0,4,3,0,0
43746,80,6,4,1545336821870,1545336821870,0,1,60,1545336821870,1545336821870,0,1,60,0,0,0,0,0,0,4,0,0
123,123,17,4,1547141198010,1547141198010,0,1,90,1547141198010,1547141198010,0,1,90,0,0,0,0,0,4,4,2,0
38243,22,6,4,1547066046929,1547066046929,0,1,60,1547066046929,1547066046929,0,1,60,0,0,0,0,0,6,3,1,2
37003,53,17,4,1540522924791,1540522924847,56,2,300,1540522924791,1540522924791,0,1,79,1540522924847,1540522924847,0,1,221,1,0,0,2
32989,22,6,4,1547066047493,1547066047493,0,1,60,1547066047493,1547066047493,0,1,60,0,0,0,0,0,6,3,1,2
15794,23,6,4,1532525443005,1532525443005,0,1,60,1532525443005,1532525443005,0,1,60,0,0,0,0,0,30,8,0,0
60575,22,6,4,1547066050148,1547066050148,0,1,60,1547066050148,1547066050148,0,1,60,0,0,0,0,0,6,3,1,2
43763,15472,17,4,1525880427018,1525880427018,0,1,60,1525880427018,1525880427018,0,1,60,0,0,0,0,0,12,5,0,1
28447,23,6,4,1532525387007,1532525387007,0,1,60,1532525387007,1532525387007,0,1,60,0,0,0,0,0,30,8,0,0
34454,22,6,4,1547066047364,1547066047364,0,1,60,1547066047364,1547066047364,0,1,60,0,0,0,0,0,6,3,1,2
36643,22,6,4,1547066049480,1547066049480,0,1,60,1547066049480,1547066049480,0,1,60,0,0,0,0,0,6,3,1,2
42667,23,6,4,1532525469005,1532525469005,0,1,60,1532525469005,1532525469005,0,1,60,0,0,0,0,0,30,8,0,0
54740,23,6,4,1551377789402,1551377796586,7184,8,592,1551377789402,1551377796586,7184,8,592,0,0,0,0,0,4,1,1,1
43478,60606,6,4,1525885081003,1525885096042,15039,5,370,1525885081003,1525885096042,15039,5,370,0,0,0,0,0,12,5,0,1
693,23,6,4,1532525390006,1532525390006,0,1,60,1532525390006,1532525390006,0,1,60,0,0,0,0,0,30,8,0,0
9702,81,6,4,1532525469001,1532525469001,0,1,60,1532525469001,1532525469001,0,1,60,0,0,0,0,0,31,10,0,0
0,0,1,4,1525886370439,1525886370439,0,1,82,1525886370439,1525886370439,0,1,82,0,0,0,0,0,5,2,0,1
24059,81,6,4,1532525414003,1532525414003,0,1,60,1532525414003,1532525414003,0,1,60,0,0,0,0,0,31,10,0,0
33351,22,6,4,1547066047246,1547066047246,0,1,60,1547066047246,1547066047246,0,1,60,0,0,0,0,0,6,3,1,2
53057,22,6,4,1547066047576,1547066047576,0,1,60,1547066047576,1547066047576,0,1,60,0,0,0,0,0,6,3,1,2
48907,22,6,4,1526759744590,1526759744590,0,1,74,1526759744590,1526759744590,0,1,74,0,0,0,0,0,4,3,0,0
2172,81,6,4,1532525540003,1532525540003,0,1,60,1532525540003,1532525540003,0,1,60,0,0,0,0,0,31,10,0,0
47471,23,6,4,1532525459007,1532525459007,0,1,60,1532525459007,1532525459007,0,1,60,0,0,0,0,0,30,8,0,0
123,123,17,4,1538583553659,1538583553659,0,1,90,1538583553659,1538583553659,0,1,90,0,0,0,0,0,2,2,0,0
43355,81,6,4,1532525397004,1532525397004,0,1,60,1532525397004,1532525397004,0,1,60,0,0,0,0,0,31,10,0,0
43746,8080,6,4,1545336839106,1545336839106,0,1,60,1545336839106,1545336839106,0,1,60,0,0,0,0,0,1,4,0,0
19828,23,6,4,1532525432008,1532525432008,0,1,60,1532525432008,1532525432008,0,1,60,0,0,0,0,0,30,8,0,0
36097,37215,6,4,1545396046562,1545396046562,0,1,60,1545396046562,1545396046562,0,1,60,0,0,0,0,0,3,3,0,0
32153,81,6,4,1532525522003,1532525522003,0,1,60,1532525522003,1532525522003,0,1,60,0,0,0,0,0,31,10,0,0
53972,6667,6,4,1545460632615,1545460665909,33294,13,1205,1545460632615,1545460665909,33294,7,532,1545460632630,1545460665865,33235,6,673,3,3,0,0
37646,22,6,4,1547066048915,1547066048915,0,1,60,1547066048915,1547066048915,0,1,60,0,0,0,0,0,6,3,1,2
24104,23,6,4,1547144767262,1547144767262,0,1,60,1547144767262,1547144767262,0,1,60,0,0,0,0,0,5,1,2,2
36097,37215,6,4,1545395992765,1545395992765,0,1,60,1545395992765,1545395992765,0,1,60,0,0,0,0,0,3,3,0,0
51322,23,6,4,1551377820269,1551377827466,7197,8,592,1551377820269,1551377827466,7197,8,592,0,0,0,0,0,4,1,1,1
48997,81,6,4,1532525393003,1532525393003,0,1,60,1532525393003,1532525393003,0,1,60,0,0,0,0,0,31,10,0,0
36324,50,6,4,1533090711151,1533090743295,32144,6,444,1533090711151,1533090743295,32144,6,444,0,0,0,0,0,2,2,0,0
5526,37215,6,4,1532101387477,1532101387477,0,1,60,1532101387477,1532101387477,0,1,60,0,0,0,0,0,7,3,0,0
51598,4975,6,4,1547129284367,1547129285443,1076,13,1174,1547129284367,1547129285443,1076,7,537,1547129284383,1547129285400,1017,6,637,3,0,2,0
43763,54789,17,4,1525882621022,1525882621022,0,1,60,1525882621022,1525882621022,0,1,60,0,0,0,0,0,12,5,0,1
51468,53,17,4,1538612722677,1538612722677,0,2,174,1538612722677,1538612722677,0,1,87,1538612722677,1538612722677,0,1,87,0,0,0,0
57129,53,17,4,1547149489267,1547149489679,412,2,274,1547149489267,1547149489267,0,1,81,1547149489679,1547149489679,0,1,193,1,1,2,0
5526,37215,6,4,1532101453813,1532101453813,0,1,60,1532101453813,1532101453813,0,1,60,0,0,0,0,0,7,3,0,0
52467,23,6,4,1532525350002,1532525350002,0,1,60,1532525350002,1532525350002,0,1,60,0,0,0,0,0,30,8,0,0
48701,53,17,4,1538558083556,1538558083557,1,2,174,1538558083556,1538558083556,0,1,87,1538558083557,1538558083557,0,1,87,0,0,0,0
35356,123,17,4,1536926477608,1536926477608,0,1,90,1536926477608,1536926477608,0,1,90,0,0,0,0,0,15,8,3,4
17913,81,6,4,1532525621002,1532525621002,0,1,60,1532525621002,1532525621002,0,1,60,0,0,0,0,0,31,10,0,0
56206,23,6,4,1551377804263,1551377811466,7203,8,592,1551377804263,1551377811466,7203,8,592,0,0,0,0,0,4,1,1,1
38370,37215,6,4,1545336831905,1545336831905,0,1,60,1545336831905,1545336831905,0,1,60,0,0,0,0,0,5,3,0,0
45096,50,6,4,1533082510166,1533082542333,32167,6,444,1533082510166,1533082542333,32167,6,444,0,0,0,0,0,2,2,0,0
64581,23,6,4,1532525503004,1532525503004,0,1,60,1532525503004,1532525503004,0,1,60,0,0,0,0,0,30,8,0,0
34184,23,6,4,1551377744207,1551377751389,7182,8,592,1551377744207,1551377751389,7182,8,592,0,0,0,0,0,4,1,1,1
60070,23,6,4,1532525522008,1532525522008,0,1,60,1532525522008,1532525522008,0,1,60,0,0,0,0,0,30,8,0,0
54096,22,6,4,1547066050003,1547066050003,0,1,60,1547066050003,1547066050003,0,1,60,0,0,0,0,0,6,3,1,2
7297,81,6,4,1532525586003,1532525586003,0,1,60,1532525586003,1532525586003,0,1,60,0,0,0,0,0,31,10,0,0
53722,23,6,4,1532525381001,1532525381001,0,1,60,1532525381001,1532525381001,0,1,60,0,0,0,0,0,30,8,0,0
35868,50,6,4,1533081584504,1533081616892,32388,6,444,1533081584504,1533081616892,32388,6,444,0,0,0,0,0,2,2,0,0
59058,23,6,4,1551377759603,1551377766826,7223,8,592,1551377759603,1551377766826,7223,8,592,0,0,0,0,0,4,1,1,1
14571,81,6,4,1532525560006,1532525560006,0,1,60,1532525560006,1532525560006,0,1,60,0,0,0,0,0,31,10,0,0
35779,22,6,4,1547066047809,1547066047809,0,1,60,1547066047809,1547066047809,0,1,60,0,0,0,0,0,6,3,1,2
2600,81,6,4,1532525561003,1532525561003,0,1,60,1532525561003,1532525561003,0,1,60,0,0,0,0,0,31,10,0,0
29930,46948,17,4,1532525351028,1532525399032,48004,2,290,1532525351028,1532525399032,48004,2,290,0,0,0,0,0,1,2,0,0
43746,80,6,4,1545336850258,1545336850258,0,1,60,1545336850258,1545336850258,0,1,60,0,0,0,0,0,0,4,0,0
26269,81,6,4,1532525598005,1532525598005,0,1,60,1532525598005,1532525598005,0,1,60,0,0,0,0,0,31,10,0,0
49012,22,6,4,1547066047265,1547066047265,0,1,60,1547066047265,1547066047265,0,1,60,0,0,0,0,0,6,3,1,2
59453,8080,6,4,1525880280008,1525880295047,15039,5,370,1525880280008,1525880295047,15039,5,370,0,0,0,0,0,4,7,0,1
55708,6667,6,4,1545477958195,1545477965381,7186,4,296,1545477958195,1545477965381,7186,4,296,0,0,0,0,0,3,3,0,0
51634,81,6,4,1532525483005,1532525483005,0,1,60,1532525483005,1532525483005,0,1,60,0,0,0,0,0,31,10,0,0
4636,23,6,4,1532525452004,1532525452004,0,1,60,1532525452004,1532525452004,0,1,60,0,0,0,0,0,30,8,0,0
3393,23,6,4,1532525537004,1532525537004,0,1,60,1532525537004,1532525537004,0,1,60,0,0,0,0,0,30,8,0,0
59240,80,6,4,1547150931136,1547150965188,34052,204,154463,1547150931136,1547150965167,34031,105,8351,1547150963656,1547150965188,1532,99,146112,0,2,0,0
5526,37215,6,4,1532101514066,1532101514066,0,1,60,1532101514066,1532101514066,0,1,60,0,0,0,0,0,7,3,0,0
15751,81,6,4,1532525364000,1532525364000,0,1,60,1532525364000,1532525364000,0,1,60,0,0,0,0,0,31,10,0,0
51802,4975,6,4,1547129775419,1547129782604,7185,4,296,1547129775419,1547129782604,7185,4,296,0,0,0,0,0,8,5,2,0
46666,23,6,4,1532525455006,1532525455006,0,1,60,1532525455006,1532525455006,0,1,60,0,0,0,0,0,30,8,0,0
43678,23,6,4,1551377744177,1551377751396,7219,8,592,1551377744177,1551377751396,7219,8,592,0,0,0,0,0,4,1,1,1
43763,61169,17,4,1525888052014,1525888052014,0,1,60,1525888052014,1525888052014,0,1,60,0,0,0,0,0,12,5,0,1
63799,81,6,4,1532525385006,1532525385006,0,1,60,1532525385006,1532525385006,0,1,60,0,0,0,0,0,31,10,0,0
46947,22,6,4,1547066046894,1547066046894,0,1,60,1547066046894,1547066046894,0,1,60,0,0,0,0,0,6,3,1,2
49914,6667,6,4,1545407381887,1545407385979,4092,16,1406,1545407381887,1545407385979,4092,10,759,1545407384994,1545407385935,941,6,647,1,0,0,0
32801,22,6,4,1547066048078,1547066048078,0,1,60,1547066048078,1547066048078,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101453835,1532101453835,0,1,60,1532101453835,1532101453835,0,1,60,0,0,0,0,0,7,3,0,0
47537,22,6,4,1547066050502,1547066050502,0,1,60,1547066050502,1547066050502,0,1,60,0,0,0,0,0,6,3,1,2
5526,37215,6,4,1532101422723,1532101422723,0,1,60,1532101422723,1532101422723,0,1,60,0,0,0,0,0,7,3,0,0
3297,23,6,4,1532525391005,1532525391005,0,1,60,1532525391005,1532525391005,0,1,60,0,0,0,0,0,30,8,0,0
43763,14798,17,4,1525883920013,1525883920013,0,1,60,1525883920013,1525883920013,0,1,60,0,0,0,0,0,12,5,0,1
59636,23,6,4,1532525540007,1532525540007,0,1,60,1532525540007,1532525540007,0,1,60,0,0,0,0,0,30,8,0,0
40272,22,6,4,1547066048399,1547066048399,0,1,60,1547066048399,1547066048399,0,1,60,0,0,0,0,0,6,3,1,2
24123,23,6,4,1532525547009,1532525547009,0,1,60,1532525547009,1532525547009,0,1,60,0,0,0,0,0,30,8,0,0
16249,23,6,4,1532525616001,1532525616001,0,1,60,1532525616001,1532525616001,0,1,60,0,0,0,0,0,30,8,0,0
56956,81,6,4,1532525370000,1532525370000,0,1,60,1532525370000,1532525370000,0,1,60,0,0,0,0,0,31,10,0,0
59193,22,6,4,1547066050110,1547066050110,0,1,60,1547066050110,1547066050110,0,1,60,0,0,0,0,0,6,3,1,2
47016,22,6,4,1526758817224,1526758824229,7005,4,296,1526758817224,1526758824229,7005,4,296,0,0,0,0,0,4,3,0,0
58833,81,6,4,1532525551002,1532525551002,0,1,60,1532525551002,1532525551002,0,1,60,0,0,0,0,0,31,10,0,0
55215,22,6,4,1547066048675,1547066048675,0,1,60,1547066048675,1547066048675,0,1,60,0,0,0,0,0,6,3,1,2
10873,23,6,4,1532525564006,1532525564006,0,1,60,1532525564006,1532525564006,0,1,60,0,0,0,0,0,30,8,0,0
43763,9859,17,4,1525886964002,1525886964002,0,1,60,1525886964002,1525886964002,0,1,60,0,0,0,0,0,12,5,0,1
44216,9527,6,4,1525881227018,1525881242047,15029,5,370,1525881227018,1525881242047,15029,5,370,0,0,0,0,0,12,5,0,1
49114,6667,6,4,1545404805712,1545404812902,7190,4,296,1545404805712,1545404812902,7190,4,296,0,0,0,0,0,3,3,0,0
43763,31733,17,4,1525884419013,1525884419013,0,1,60,1525884419013,1525884419013,0,1,60,0,0,0,0,0,12,5,0,1
37459,81,6,4,1532525439005,1532525439005,0,1,60,1532525439005,1532525439005,0,1,60,0,0,0,0,0,31,10,0,0
35138,81,6,4,1532525601005,1532525601005,0,1,60,1532525601005,1532525601005,0,1,60,0,0,0,0,0,31,10,0,0
58384,23,6,4,1532525470006,1532525470006,0,1,60,1532525470006,1532525470006,0,1,60,0,0,0,0,0,30,8,0,0
55201,23,6,4,1532525535004,1532525535004,0,1,60,1532525535004,1532525535004,0,1,60,0,0,0,0,0,30,8,0,0
5526,37215,6,4,1532101570212,1532101570212,0,1,60,1532101570212,1532101570212,0,1,60,0,0,0,0,0,7,3,0,0
3652,23,6,4,1532525556006,1532525556006,0,1,60,1532525556006,1532525556006,0,1,60,0,0,0,0,0,30,8,0,0
36604,22,6,4,1547066050783,1547066050783,0,1,60,1547066050783,1547066050783,0,1,60,0,0,0,0,0,6,3,1,2
53842,23,6,4,1551377805137,1551377812346,7209,8,592,1551377805137,1551377812346,7209,8,592,0,0,0,0,0,4,1,1,1
46607,81,6,4,1532525502001,1532525502001,0,1,60,1532525502001,1532525502001,0,1,60,0,0,0,0,0,31,10,0,0
44002,52869,6,4,1545336804654,1545336804654,0,1,60,1545336804654,1545336804654,0,1,60,0,0,0,0,0,5,3,0,0
35875,81,6,4,1532525555001,1532525555001,0,1,60,1532525555001,1532525555001,0,1,60,0,0,0,0,0,31,10,0,0
51744,4975,6,4,1547129618557,1547129620633,2076,14,1248,1547129618557,1547129620633,2076,8,611,1547129619578,1547129620588,1010,6,637,3,0,2,0
7272,23,6,4,1532525513008,1532525513008,0,1,60,1532525513008,1532525513008,0,1,60,0,0,0,0,0,30,8,0,0
44052,50,6,4,1533061614811,1533061646975,32164,6,444,1533061614811,1533061646975,32164,6,444,0,0,0,0,0,2,2,0,0
5526,37215,6,4,1532101525521,1532101525521,0,1,60,1532101525521,1532101525521,0,1,60,0,0,0,0,0,7,3,0,0
43763,47521,17,4,1525881201017,1525881201017,0,1,60,1525881201017,1525881201017,0,1,60,0,0,0,0,0,12,5,0,1
34255,22,6,4,1547066047476,1547066047476,0,1,60,1547066047476,1547066047476,0,1,60,0,0,0,0,0,6,3,1,2
48247,22,6,4,1547066049366,1547066049366,0,1,60,1547066049366,1547066049366,0,1,60,0,0,0,0,0,6,3,1,2
25928,53,17,4,1537534707162,1537534707183,21,2,238,1537534707162,1537534707162,0,1,85,1537534707183,1537534707183,0,1,153,2,3,3,2
36097,37215,6,4,1545395960306,1545395960306,0,1,60,1545395960306,1545395960306,0,1,60,0,0,0,0,0,3,3,0,0
14401,81,6,4,1532525616001,1532525616001,0,1,60,1532525616001,1532525616001,0,1,60,0,0,0,0,0,31,10,0,0
17627,81,6,4,1532525477001,1532525477001,0,1,60,1532525477001,1532525477001,0,1,60,0,0,0,0,0,31,10,0,0
58534,22,6,4,1547066049863,1547066049863,0,1,60,1547066049863,1547066049863,0,1,60,0,0,0,0,0,6,3,1,2
45589,23,6,4,1532525521006,1532525521006,0,1,60,1532525521006,1532525521006,0,1,60,0,0,0,0,0,30,8,0,0
52604,81,6,4,1532525463004,1532525463004,0,1,60,1532525463004,1532525463004,0,1,60,0,0,0,0,0,31,10,0,0
53100,4975,6,4,1547132663230,1547132665376,2146,16,1390,1547132663230,1547132665376,2146,8,622,1547132664302,1547132665376,1074,8,768,3,0,2,0
36097,37215,6,4,1545395877495,1545395877495,0,1,60,1545395877495,1545395877495,0,1,60,0,0,0,0,0,3,3,0,0
4096,53,17,4,1562520204675,1562520204678,3,8,904,1562520204675,1562520204675,0,4,324,1562520204677,1562520204678,1,4,580,1,0,0,0
56476,9527,6,4,1525888735016,1525888750045,15029,5,370,1525888735016,1525888750045,15029,5,370,0,0,0,0,0,12,5,0,1
35129,22,6,4,1547066049648,1547066049648,0,1,60,1547066049648,1547066049648,0,1,60,0,0,0,0,0,6,3,1,2
39718,22,6,4,1526758017045,1526758024047,7002,4,296,1526758017045,1526758024047,7002,4,296,0,0,0,0,0,4,3,0,0
43746,80,6,4,1545336792537,1545336792537,0,1,60,1545336792537,1545336792537,0,1,60,0,0,0,0,0,0,4,0,0
59467,22,6,4,1547066049224,1547066049224,0,1,60,1547066049224,1547066049224,0,1,60,0,0,0,0,0,6,3,1,2
60023,22,6,4,1547066047915,1547066047915,0,1,60,1547066047915,1547066047915,0,1,60,0,0,0,0,0,6,3,1,2
50112,23,6,4,1525885997011,1525886012040,15029,5,370,1525885997011,1525886012040,15029,5,370,0,0,0,0,0,11,3,0,1
27440,23,6,4,1532525412004,1532525412004,0,1,60,1532525412004,1532525412004,0,1,60,0,0,0,0,0,30,8,0,0
45282,23,6,4,1532525505003,1532525505003,0,1,60,1532525505003,1532525505003,0,1,60,0,0,0,0,0,30,8,0,0
22568,52869,6,4,1547144771388,1547144771388,0,1,60,1547144771388,1547144771388,0,1,60,0,0,0,0,0,6,3,2,2
50342,23,6,4,1551377744180,1551377751395,7215,8,592,1551377744180,1551377751395,7215,8,592,0,0,0,0,0,4,1,1,1
52822,6667,6,4,1545417405533,1545417412740,7207,4,296,1545417405533,1545417412740,7207,4,296,0,0,0,0,0,3,3,0,0
4410,23,6,4,1532525502006,1532525502006,0,1,60,1532525502006,1532525502006,0,1,60,0,0,0,0,0,30,8,0,0
2379,81,6,4,1532525362999,1532525362999,0,1,60,1532525362999,1532525362999,0,1,60,0,0,0,0,0,31,10,0,0
23850,81,6,4,1532525379000,1532525379000,0,1,60,1532525379000,1532525379000,0,1,60,0,0,0,0,0,31,10,0,0
45471,22,6,4,1526765448583,1526765455592,7009,4,296,1526765448583,1526765455592,7009,4,296,0,0,0,0,0,4,3,0,0
5526,37215,6,4,1532101539023,1532101539023,0,1,60,1532101539023,1532101539023,0,1,60,0,0,0,0,0,7,3,0,0
5526,37215,6,4,1532101505774,1532101505774,0,1,60,1532101505774,1532101505774,0,1,60,0,0,0,0,0,7,3,0,0
31129,81,6,4,1532525457002,1532525457002,0,1,60,1532525457002,1532525457002,0,1,60,0,0,0,0,0,31,10,0,0
32340,23,6,4,1532525610007,1532525610007,0,1,60,1532525610007,1532525610007,0,1,60,0,0,0,0,0,30,8,0,0
49184,6667,6,4,1545405053740,1545405060902,7162,4,296,1545405053740,1545405060902,7162,4,296,0,0,0,0,0,3,3,0,0
53637,53,17,4,1538602199708,1538602199742,34,2,174,1538602199708,1538602199708,0,1,87,1538602199742,1538602199742,0,1,87,0,0,0,0
40403,22,6,4,1547066048800,1547066048800,0,1,60,1547066048800,1547066048800,0,1,60,0,0,0,0,0,6,3,1,2
47404,22,6,4,1526757570394,1526757577400,7006,4,296,1526757570394,1526757577400,7006,4,296,0,0,0,0,0,4,3,0,0
60592,22,6,4,1547066047118,1547066047118,0,1,60,1547066047118,1547066047118,0,1,60,0,0,0,0,0,6,3,1,2
37912,22,6,4,1547066048280,1547066048280,0,1,60,1547066048280,1547066048280,0,1,60,0,0,0,0,0,6,3,1,2
59915,23,6,4,1532525499006,1532525499006,0,1,60,1532525499006,1532525499006,0,1,60,0,0,0,0,0,30,8,0,0
33383,23,6,4,1532525443005,1532525443005,0,1,60,1532525443005,1532525443005,0,1,60,0,0,0,0,0,30,8,0,0
53906,22,6,4,1547066048916,1547066048916,0,1,60,1547066048916,1547066048916,0,1,60,0,0,0,0,0,6,3,1,2
36097,37215,6,4,1545396030327,1545396030327,0,1,60,1545396030327,1545396030327,0,1,60,0,0,0,0,0,3,3,0,0
44118,23,6,4,1532525456007,1532525456007,0,1,60,1532525456007,1532525456007,0,1,60,0,0,0,0,0,30,8,0,0
36097,37215,6,4,1545395871447,1545395871447,0,1,60,1545395871447,1545395871447,0,1,60,0,0,0,0,0,3,3,0,0
47454,23,6,4,1551377819658,1551377826826,7168,8,592,1551377819658,1551377826826,7168,8,592,0,0,0,0,0,4,1,1,1
56222,22,6,4,1526758011036,1526758018037,7001,4,296,1526758011036,1526758018037,7001,4,296,0,0,0,0,0,4,3,0,0
37890,23,6,4,1551377789400,1551377796587,7187,8,592,1551377789400,1551377796587,7187,8,592,0,0,0,0,0,4,1,1,1
63363,81,6,4,1532525616000,1532525616000,0,1,60,1532525616000,1532525616000,0,1,60,0,0,0,0,0,31,10,0,0
53985,23,6,4,1532525490006,1532525490006,0,1,60,1532525490006,1532525490006,0,1,60,0,0,0,0,0,30,8,0,0
55646,23,6,4,1532525546006,1532525546006,0,1,60,1532525546006,1532525546006,0,1,60,0,0,0,0,0,30,8,0,0
34766,8080,6,4,1525887833015,1525887848044,15029,5,370,1525887833015,1525887848044,15029,5,370,0,0,0,0,0,4,7,0,1
36097,37215,6,4,1545395992769,1545395992769,0,1,60,1545395992769,1545395992769,0,1,60,0,0,0,0,0,3,3,0,0
34796,22,6,4,1547066049383,1547066049383,0,1,60,1547066049383,1547066049383,0,1,60,0,0,0,0,0,6,3,1,2
30411,23,6,4,1532525469004,1532525469004,0,1,60,1532525469004,1532525469004,0,1,60,0,0,0,0,0,30,8,0,0
42379,23,6,4,1532525459006,1532525459006,0,1,60,1532525459006,1532525459006,0,1,60,0,0,0,0,0,30,8,0,0
29489,23,6,4,1532525454005,1532525454005,0,1,60,1532525454005,1532525454005,0,1,60,0,0,0,0,0,30,8,0,0
5526,37215,6,4,1532101575386,1532101575386,0,1,60,1532101575386,1532101575386,0,1,60,0,0,0,0,0,7,3,0,0
7727,23,6,4,1532525595010,1532525595010,0,1,60,1532525595010,1532525595010,0,1,60,0,0,0,0,0,30,8,0,0
123,123,17,4,1547144636720,1547144782725,146005,18,1620,1547144636720,1547144782720,146000,9,810,1547144636726,1547144782725,145999,9,810,3,2,2,2
51467,23,6,4,1525884626015,1525884641043,15028,5,370,1525884626015,1525884641043,15028,5,370,0,0,0,0,0,11,3,0,1
51780,23,6,4,1551377759602,1551377766826,7224,8,592,1551377759602,1551377766826,7224,8,592,0,0,0,0,0,4,1,1,1
53023,23,6,4,1532525421008,1532525421008,0,1,60,1532525421008,1532525421008,0,1,60,0,0,0,0,0,30,8,0,0
51474,4975,6,4,1547129035279,1547129039343,4064,16,1400,1547129035279,1547129039343,4064,9,697,1547129038378,1547129039342,964,7,703,3,0,2,0
50454,6667,6,4,1545409188709,1545409195938,7229,4,296,1545409188709,1545409195938,7229,4,296,0,0,0,0,0,3,3,0,0
35446,22,6,4,1547066047315,1547066047315,0,1,60,1547066047315,1547066047315,0,1,60,0,0,0,0,0,6,3,1,2
